input_text,target_text
2000-11-22,2000-11-22
11/12/24,2024-12-11
5:11:1991,1991-11-05
28/3-2025,2025-03-28
2004/3/11,2004-03-11
15 Ja 2016,2016-01-15
ngày 28 tháng 6 năm 2031,2031-06-28
"Feb 19th, 2021",2021-02-19
4/22/1993,1993-04-22
24 Au 2004,2004-08-24
14/5/2022,2022-05-14
19th of June 2028,2028-06-19
"April 12, 1997",1997-04-12
ngày 18 tháng 9 năm 2024,2024-09-18
1992/12/14,1992-12-14
4-16-06,2006-04-16
1996-1-6,1996-01-06
4/6/20,2020-04-06
"February 5, 1995",1995-02-05
6th of June 2024,2024-06-06
21 Aug 2015,2015-08-21
20:1:2009,2009-01-20
23/4/2011,2011-04-23
12-11-29,2029-12-11
"Jul 11th, 2008",2008-07-11
4/20/2019,2019-04-20
23 Fe 2023,2023-02-23
6/24/2029,2029-08-06
Nov 26 10,2010-11-26
8th of February 2021,2021-02-08
ngày 19 tháng 11 năm 2003,2003-11-19
10/12-1999,1999-12-10
4Nov2019,2019-11-04
27 Se 2010,2010-09-27
21 Au 2023,2023-08-21
11/20-2017,2017-10-11
1996/7/3,1996-07-03
27/12/2020,2020-04-27
6/11/99,1999-11-06
2015/7,2015-07-23
01102004,2004-10-01
7/12/16,2016-07-12
14-4-2013,2013-04-07
22.8.2015,2015-08-22
2009-4-8,2009-04-08
2/5-2025,2025-05-02
ngày 10 tháng 12 năm 2019,2019-12-10
2/9/18,2018-09-02
2009/12/19,2009-12-19
2027/9,2027-09-06
"March 22, 2014",2014-03-22
18 Nov 1991,1991-11-18
28.5.2009,2009-05-28
21122028,2028-12-21
25 Jan 1991,1991-01-25
3/7/2020,2020-03-07
21/5/2001,2001-05-21
56-8-2002,2002-08-28
5/1/1990,1990-05-01
16:10:2013,2013-10-16
"February 27, 1992",1992-02-27
10/6/2018,2018-10-06
11-6,1997-06-11
"July 11, 1997",1997-07-11
24/6/20,2020-06-24
8 Aug 2012,2012-08-08
11-8-1996,1996-08-11
11.3.2022,2022-03-11
11/26/1991,1991-11-26
26/5/2029,2029-05-26
1996-1-5,1996-01-05
10 Jun 1990,1990-06-10
2031/3,2031-03-09
28th of August 2025,2025-08-28
27-3-1996,1996-03-27
19-4,1991-04-19
5/5/04,2004-05-05
2009/8,2009-08-28
26-5-2001,2001-05-13
2-11,2035-11-02
54-10-2010,2010-10-27
4/27/11,2011-04-27
2034/10/19,2034-10-19
"April 6, 2023",2023-04-06
25.6.2012,2012-06-25
11/11/23,2023-11-11
4/10/91,1991-04-10
25:10:1993,1993-10-25
3rd of November 2023,2023-11-03
5/5/1990,1990-05-05
23-6,2020-06-23
"May 19th, 1995",1995-05-19
22 Au 1990,1990-08-22
8:10:2009,2009-10-08
25/14-2002,2002-07-25
17 tháng 7 năm 2003,2003-07-17
23-6-2018,2018-06-23
12102011,2011-10-12
06072029,2029-07-06
12/36/2024,2024-12-12
1994/10,1994-10-15
6:3:2028,2028-03-06
4/9/34,2034-09-04
8-6-2017,2017-06-08
16/16-2003,2003-08-16
18/5-2019,2019-05-18
26 tháng 9 năm 2017,2017-09-26
27/9-2011,2011-09-27
2031/8/13,2031-08-13
2/11/2002,2002-11-02
"Oct 25th, 2005",2005-10-25
1 tháng 12 năm 2021,2021-12-01
2031/4/13,2031-04-13
2024-1-22,2024-01-22
5 Au 2031,2031-08-05
15 Feb 1993,1993-02-15
12/4/12,2012-12-04
19:3:2008,2008-03-19
10-2-2012,2012-02-10
12 tháng 1 năm 2008,2008-01-12
4 tháng 5 năm 2024,2024-05-04
10/12-2022,2022-12-10
"Jul 3rd, 2016",2016-07-03
5/8/2000,2000-05-08
2000/6/15,2000-06-15
1/11-1990,1990-11-01
26Sep1998,1998-09-26
5-18-28,2028-05-18
2002/11/3,2002-11-03
12-24-31,2031-12-24
8-10,2024-10-08
6/13/26,2026-06-13
27Dec2019,2019-12-27
22 Dec 2022,2022-12-22
13 August 2018,2018-08-13
"Sep 15th, 1997",1997-09-15
2008/4/11,2008-04-11
11/9-2001,2001-09-11
2003/3/28,2003-03-28
ngày 27 tháng 6 năm 2029,2029-06-27
8 Sep 2025,2025-09-08
2007/5/15,2007-05-15
4/7/98,1998-04-07
13 tháng 10 năm 2016,2016-10-13
2008/2,2008-02-16
ngày 12 tháng 12 năm 2012,2012-12-12
7/2-2035,2035-02-07
16/2/2013,2013-02-16
16th of November 2027,2027-11-16
10:9:2029,2029-09-10
2005/1/28,2005-01-28
ngày 25 tháng 10 năm 2003,2003-10-25
14/2/16,2016-02-14
8 December 2018,2018-12-08
28.5.2034,2034-05-28
8Apr2002,2002-04-08
22:9:2007,2007-09-22
22 tháng 11 năm 1998,1998-11-22
22 August 2002,2002-08-22
12/16-2003,2003-08-12
18-11,1999-11-18
50-2-2032,2032-02-25
21/12/1990,1990-04-21
9-3-09,2009-09-03
2016/7,2016-07-23
2009/9,2009-09-02
10/3/1998,1998-03-10
11-16-94,1994-11-16
1 August 1991,1991-08-01
4-6,2028-06-04
"September 18, 2035",2035-09-18
5/11/93,1993-11-05
17/4/13,2013-04-17
ngày 2 tháng 12 năm 2024,2024-12-02
9/19/2031,2031-09-19
26/6/08,2008-06-26
13 Ma 2008,2008-05-13
25 tháng 2 năm 1993,1993-02-25
1994-3-11,1994-03-11
9.7.2003,2003-07-09
18 May 2009,2009-05-18
Feb 5 95,1995-02-05
12 Aug 2033,2033-08-12
ngày 14 tháng 10 năm 2013,2013-10-14
"May 11th, 2030",2030-05-11
5/8-2013,2013-08-05
25/3/2030,2030-03-25
24 Fe 1990,1990-02-24
38-5-2014,2014-05-19
2/6/96,1996-02-06
23/8/08,2008-08-23
"Dec 23th, 2006",2006-12-23
13 tháng 12 năm 2027,2027-12-13
ngày 7 tháng 5 năm 2004,2004-05-07
5/20-2023,2023-10-05
12.12.2034,2034-12-12
24/7/06,2006-07-24
5-20-92,1992-05-20
28Jul2001,2001-07-28
20May2009,2009-05-20
10-4-2019,2019-04-05
2018/6,2018-06-07
27061996,1996-06-27
19/8-1992,1992-08-19
7/9-2006,2006-09-07
16-7-2004,2004-07-16
20-1-2010,2010-01-10
Dec 8 24,2024-12-08
21122030,2030-12-21
Dec 18 31,2031-12-18
1Mar2015,2015-03-01
10/19/2018,2018-10-19
03062017,2017-06-03
11 tháng 2 năm 2000,2000-02-11
4-24-35,2035-04-24
"Apr 2nd, 2018",2018-04-02
2008/8,2008-08-20
18/1/2021,2021-01-18
19/4-1992,1992-04-19
19/21/2029,2029-07-19
28 April 2033,2033-04-28
ngày 20 tháng 7 năm 1993,1993-07-20
12-15-19,2019-12-15
ngày 13 tháng 11 năm 2004,2004-11-13
3rd of February 2018,2018-02-03
1994-9-22,1994-09-22
18.9.2002,2002-09-18
18:2:2011,2011-02-18
7 November 2013,2013-11-07
5/8-1992,1992-08-05
7/3/91,1991-03-07
7-21-32,2032-07-21
2033-11-23,2033-11-23
Apr 16 16,2016-04-16
14-1-2002,2002-01-14
6-8-02,2002-06-08
11-6-91,1991-11-06
14th of August 2009,2009-08-14
23Apr2009,2009-04-23
28-5,2021-05-28
25/6/91,1991-06-25
May 7 28,2028-05-07
ngày 19 tháng 12 năm 2006,2006-12-19
4/3/2017,2017-04-03
16/3/1999,1999-03-16
1 July 2005,2005-07-01
11Nov2019,2019-11-11
19 tháng 4 năm 2009,2009-04-19
28:9:2001,2001-09-28
23 Dec 2026,2026-12-23
2019/12/20,2019-12-20
19:8:1995,1995-08-19
23/11/2011,2011-11-23
56-8-2022,2022-08-28
12/26/1998,1998-12-26
7/9/1995,1995-03-07
17 De 1994,1994-12-17
1990/1,1990-01-06
8.5.2011,2011-05-08
9/10-2007,2007-10-09
28 Ju 1993,1993-06-28
2016/8/9,2016-08-09
12/1/35,2035-01-12
14082018,2018-08-14
24-12-2023,2023-12-24
2019-5-24,2019-05-24
Aug 3 04,2004-08-03
25.10.2010,2010-10-25
01042008,2008-04-01
2015/11,2015-11-22
2009/6/7,2009-06-07
6-8-15,2015-06-08
14042034,2034-04-14
2013/12,2013-12-21
2004/4/25,2004-04-25
2034/9,2034-09-06
ngày 26 tháng 4 năm 2030,2030-04-26
48-4-2026,2026-04-24
10/3-2017,2017-03-10
18-1,2004-01-18
Sep 19 11,2011-09-19
13/10/2002,2002-10-13
"Nov 16th, 2031",2031-11-16
1-26-33,2033-01-26
10/11-2029,2029-11-10
20/18/1991,1991-06-20
1/23/1999,1999-01-23
7-7-2010,2010-07-07
12 Nov 1996,1996-11-12
23 Dec 1994,1994-12-23
18/10/2004,2004-10-18
7 Ap 1997,1997-04-07
10-4-2035,2035-04-10
12081997,1997-08-12
27/10-2024,2024-10-27
13:9:2004,2004-09-13
5/14-2006,2006-07-05
May 8 10,2010-05-08
8-5-94,1994-08-05
Dec 3 99,1999-12-03
2/9/32,2032-09-02
12/5/1996,1996-12-05
"Jul 16th, 2024",2024-07-16
"Nov 25th, 2020",2020-11-25
2022/8/28,2022-08-28
ngày 9 tháng 7 năm 1992,1992-07-09
44-1-2022,2022-01-22
10/11/07,2007-11-10
Feb 2 95,1995-02-02
2033-9-12,2033-09-12
14Sep2029,2029-09-14
ngày 13 tháng 2 năm 2021,2021-02-13
2027/6/26,2027-06-26
20/3/30,2030-03-20
26/10/31,2031-10-26
6/12/2027,2027-12-06
9/5/29,2029-05-09
5/8/2008,2008-08-05
17111999,1999-11-17
11/12/99,1999-12-11
"Dec 10th, 2006",2006-12-10
7-2,2005-02-07
8 August 2032,2032-08-08
27/8-1999,1999-08-27
23/11/31,2031-11-23
11 Jun 1993,1993-06-11
24/5/02,2002-05-24
2 tháng 3 năm 2033,2033-03-02
24th of January 2016,2016-01-24
3/18/2017,2017-06-03
12/25/08,2008-12-25
1991/7,1991-07-16
2-8-2008,2008-08-01
8 tháng 11 năm 2004,2004-11-08
19/2/94,1994-02-19
20-11,2018-11-20
19 December 2023,2023-12-19
Feb 15 07,2007-02-15
15/10-1990,1990-10-15
21.5.2028,2028-05-21
27:3:2002,2002-03-27
19:6:2020,2020-06-19
1/22/90,1990-01-22
2015/8,2015-08-10
2027/5,2027-05-07
20/12/33,2033-12-20
2029/10/10,2029-10-10
"July 26, 2014",2014-07-26
7/2/15,2015-07-02
23/20-2022,2022-10-23
23/6/20,2020-06-23
18/4-2015,2015-04-18
25-7-2004,2004-07-25
13 October 2019,2019-10-13
2/4-1999,1999-04-02
"Dec 17th, 2032",2032-12-17
19/9-2022,2022-09-19
ngày 2 tháng 11 năm 2032,2032-11-02
5 Ap 2035,2035-04-05
16/12-2029,2029-06-16
11Feb2016,2016-02-11
ngày 17 tháng 9 năm 2025,2025-09-17
28/10-2030,2030-05-28
2020-4-19,2020-04-19
2006-10-15,2006-10-15
14/11/2000,2000-11-14
7-7,2002-07-07
19/12/90,1990-12-19
20-7-2035,2035-07-10
5-6-2001,2001-06-05
Dec 13 92,1992-12-13
15/5/26,2026-05-15
8/4/97,1997-04-08
5/2/2002,2002-02-05
2031/7,2031-07-24
"Jun 27th, 2033",2033-06-27
27Jul2016,2016-07-27
4/28/17,2017-04-28
7/12/26,2026-07-12
2/24/2004,2004-02-24
42-5-2003,2003-05-21
26 November 2021,2021-11-26
8/1-2002,2002-01-08
11.9.2001,2001-09-11
3-16-12,2012-03-16
Aug 8 32,2032-08-08
27/36/2026,2026-12-27
"Feb 6th, 2026",2026-02-06
28:7:2020,2020-07-28
16:2:2001,2001-02-16
17/8-1997,1997-08-17
4/25/26,2026-04-25
5 Apr 2010,2010-04-05
21/2/11,2011-02-21
52-5-2015,2015-05-26
6-4-2028,2028-04-06
ngày 9 tháng 8 năm 2013,2013-08-09
1993-3-26,1993-03-26
28 July 2014,2014-07-28
6May2035,2035-05-06
15 Oct 2026,2026-10-15
14/7/01,2001-07-14
1996/6,1996-06-01
1/27/18,2018-01-27
Aug 11 31,2031-08-11
2 February 2030,2030-02-02
9 Sep 2035,2035-09-09
28.1.1996,1996-01-28
23-4,2017-04-23
20 Ju 1991,1991-06-20
1-5-2000,2000-05-01
10/3/2034,2034-01-10
6/20/93,1993-06-20
1/10/25,2025-10-01
17/4-1995,1995-04-17
21/3/32,2032-03-21
16/12/04,2004-12-16
6/17/1992,1992-06-17
2/6/03,2003-06-02
12/8/2009,2009-08-12
1/15/16,2016-01-15
1996-2-14,1996-02-14
38-3-2006,2006-03-19
25/1-2032,2032-01-25
"July 28, 2031",2031-07-28
5 Nov 2018,2018-11-05
18 Ma 2035,2035-05-18
11 Ja 2017,2017-01-11
2028/12,2028-12-19
10/24/2023,2023-10-24
10:12:2035,2035-12-10
3-26-30,2030-03-26
6 De 2004,2004-12-06
2/3/2017,2017-03-02
1 Ju 1992,1992-06-01
25Sep2032,2032-09-25
Oct 17 05,2005-10-17
27:9:2013,2013-09-27
4-7-2019,2019-07-02
26 Feb 2018,2018-02-26
15 August 2035,2035-08-15
15th of October 2034,2034-10-15
Feb 12 01,2001-02-12
20 July 2023,2023-07-20
2000/10,2000-10-12
40-8-2005,2005-08-20
11-10-10,2010-11-10
16072021,2021-07-16
2032-8-2,2032-08-02
25112009,2009-11-25
8/24/2021,2021-08-24
22/3/31,2031-03-22
18 June 2003,2003-06-18
2024/5,2024-05-14
2008-7-1,2008-07-01
6/1-1999,1999-01-06
2006/7,2006-07-20
4/5-1999,1999-05-04
"January 12, 2032",2032-01-12
50-10-2033,2033-10-25
26 tháng 3 năm 2012,2012-03-26
2001/7,2001-07-10
ngày 26 tháng 6 năm 2004,2004-06-26
1/9/2026,2026-09-01
5/4-2011,2011-04-05
9-7-26,2026-09-07
"Jan 27th, 2005",2005-01-27
"Feb 27th, 2016",2016-02-27
1992-9-5,1992-09-05
7-7-2025,2025-07-07
23/4/22,2022-04-23
5/1/2018,2018-01-05
2027-12-2,2027-12-02
4-4-03,2003-04-04
4/1/2008,2008-04-01
7th of September 2004,2004-09-07
5/5/00,2000-05-05
22/8-2015,2015-08-22
"March 8, 2012",2012-03-08
2-3-2034,2034-03-01
16092028,2028-09-16
26-5-2025,2025-05-26
2012/1,2012-01-08
25/3/95,1995-03-25
2012-3-8,2012-03-08
12/4/2032,2032-04-12
2 May 1993,1993-05-02
1-9,2017-09-01
13-9,2026-09-13
Mar 26 30,2030-03-26
1 tháng 10 năm 2026,2026-10-01
5/33/2002,2002-11-05
"November 26, 2004",2004-11-26
9 tháng 1 năm 2003,2003-01-09
4 tháng 11 năm 2026,2026-11-04
7Oct2013,2013-10-07
Sep 26 00,2000-09-26
28/10/11,2011-10-28
17/4/1999,1999-04-17
15 Sep 2024,2024-09-15
Feb 17 31,2031-02-17
13 August 2026,2026-08-13
24/33/1994,1994-11-24
1996/4,1996-04-28
ngày 19 tháng 2 năm 1997,1997-02-19
28 Oct 1995,1995-10-28
4/3/2000,2000-01-04
25061998,1998-06-25
20/4-2029,2029-04-20
1998-5-20,1998-05-20
52-7-2026,2026-07-26
14/6/30,2030-06-14
8 Ap 1990,1990-04-08
28/1/22,2022-01-28
"Jan 6th, 2034",2034-01-06
2003-8-20,2003-08-20
28 June 1990,1990-06-28
"May 12th, 1996",1996-05-12
32-11-2033,2033-11-16
Jun 4 00,2000-06-04
1 December 2004,2004-12-01
8/6/2032,2032-02-08
Feb 8 31,2031-02-08
2028/8/28,2028-08-28
13/4-2035,2035-04-13
22/1-2000,2000-01-22
48-2-2032,2032-02-24
6/3/18,2018-03-06
"Feb 14th, 1991",1991-02-14
11-4,2022-04-11
9/6/2002,2002-02-09
ngày 6 tháng 2 năm 1995,1995-02-06
1995/8,1995-08-27
21 tháng 9 năm 2006,2006-09-21
8/24/35,2035-08-24
ngày 20 tháng 11 năm 1990,1990-11-20
15 July 2031,2031-07-15
11/19/16,2016-11-19
22/4-1991,1991-02-22
10Sep2021,2021-09-10
9/15/2029,2029-05-09
6:2:2035,2035-02-06
3-3,2019-03-03
ngày 3 tháng 3 năm 2030,2030-03-03
10/5-2017,2017-05-10
18-2,2023-02-18
12 October 2013,2013-10-12
2006/8,2006-08-25
26/12-1992,1992-12-26
26Nov2025,2025-11-26
2010/10,2010-10-14
6 tháng 4 năm 2025,2025-04-06
"Feb 17th, 2011",2011-02-17
11/21/2033,2033-11-21
4-8-33,2033-04-08
26th of February 2007,2007-02-26
8/2-2005,2005-01-08
7/12/96,1996-12-07
15/6/2020,2020-02-15
5 tháng 5 năm 1999,1999-05-05
9/27/2014,2014-09-27
"January 17, 1997",1997-01-17
3Jun2028,2028-06-03
26Sep2004,2004-09-26
8/10/15,2015-10-08
21Mar2015,2015-03-21
20 Oc 2034,2034-10-20
13/12/1991,1991-12-13
2008/10/28,2008-10-28
10/18/02,2002-10-18
"Apr 25th, 1992",1992-04-25
1/5-2034,2034-05-01
21/1-2011,2011-01-21
1997-3-5,1997-03-05
3 Fe 1991,1991-02-03
28th of November 2028,2028-11-28
"April 12, 2031",2031-04-12
11/3-2035,2035-03-11
21/2-2002,2002-02-21
17/5-1994,1994-05-17
12 Ma 2017,2017-05-12
"Oct 8th, 2021",2021-10-08
1/24/2033,2033-01-24
7/33/2022,2022-11-07
16/3-1990,1990-03-16
22/12-1994,1994-12-22
10th of October 2006,2006-10-10
7.11.2014,2014-11-07
10-10-2020,2020-10-10
23/6/06,2006-06-23
26 tháng 11 năm 2032,2032-11-26
22/12/93,1993-12-22
17-7,2029-07-17
7:11:2027,2027-11-07
10-8-32,2032-10-08
8/3/2019,2019-03-08
27th of June 2007,2007-06-27
24/12/23,2023-12-24
9/25/2027,2027-09-25
19/8/96,1996-08-19
1 Ju 2007,2007-06-01
2034/6,2034-06-05
27 tháng 6 năm 2027,2027-06-27
21-4-2010,2010-04-21
3/2-1996,1996-01-03
26 Ju 1999,1999-06-26
1Jun2017,2017-06-01
2Mar1996,1996-03-02
13/12/2008,2008-12-13
9Feb2011,2011-02-09
26/4-2015,2015-04-26
22/4/07,2007-04-22
11/12-1999,1999-12-11
15/1/20,2020-01-15
1995/2,1995-02-28
ngày 7 tháng 9 năm 2018,2018-09-07
5 Jul 2001,2001-07-05
25th of February 2032,2032-02-25
18 Ju 2028,2028-06-18
Sep 4 09,2009-09-04
10/15/2034,2034-10-15
"Sep 13th, 2033",2033-09-13
2035-1-20,2035-01-20
23 Feb 2000,2000-02-23
17/18-2031,2031-09-17
3/12/2027,2027-03-12
5/8/04,2004-08-05
5/20/00,2000-05-20
05112034,2034-11-05
7/10-2022,2022-05-07
2011-1-16,2011-01-16
12/16/1996,1996-12-16
17/9/13,2013-09-17
25091990,1990-09-25
Jun 18 91,1991-06-18
28/12/20,2020-12-28
13.2.1997,1997-02-13
19 Ma 2029,2029-05-19
15 tháng 7 năm 2010,2010-07-15
44-9-2033,2033-09-22
14 Sep 2000,2000-09-14
2nd of October 1998,1998-10-02
15th of March 2005,2005-03-15
"May 6, 2012",2012-05-06
16/2/2020,2020-02-16
5 Aug 1992,1992-08-05
Jul 19 20,2020-07-19
2/2/2016,2016-02-02
20-11-2035,2035-11-20
20Nov1996,1996-11-20
11/4/20,2020-04-11
18 tháng 12 năm 2002,2002-12-18
5/20/1995,1995-05-20
8:8:2032,2032-08-08
21/9-1991,1991-09-21
2020-10-8,2020-10-08
28/9/34,2034-09-28
26-2,1992-02-26
36-1-2022,2022-01-18
17.2.2014,2014-02-17
22-5-2019,2019-05-22
1 Fe 2034,2034-02-01
4-9-1991,1991-09-02
2-10-2006,2006-10-01
6-8,2015-08-06
25 tháng 2 năm 2026,2026-02-25
2011/9,2011-09-05
21/6/30,2030-06-21
2-6-2002,2002-06-02
5Sep2005,2005-09-05
1/21/2017,2017-01-21
8 tháng 11 năm 2027,2027-11-08
10/16-2017,2017-08-10
Oct 11 98,1998-10-11
28/8-2026,2026-04-28
21-12,2031-12-21
ngày 3 tháng 2 năm 2020,2020-02-03
27/2/11,2011-02-27
"Jul 2nd, 2022",2022-07-02
20-1-1992,1992-01-20
5Aug2004,2004-08-05
10/4/25,2025-04-10
6/5/2013,2013-06-05
30-4-1996,1996-04-15
May 11 23,2023-05-11
17 Oc 2003,2003-10-17
20-12,2019-12-20
11/18/1995,1995-11-18
1/3/91,1991-01-03
18/5-2002,2002-05-18
7/6-2021,2021-06-07
19/2-2017,2017-02-19
12/9-2012,2012-09-12
12-16-13,2013-12-16
26th of March 2000,2000-03-26
28/8-1990,1990-08-28
1/9-2017,2017-09-01
15Apr2021,2021-04-15
28/2/05,2005-02-28
4th of May 2024,2024-05-04
"Nov 12th, 2011",2011-11-12
5/10-2000,2000-05-05
1st of February 2009,2009-02-01
Aug 18 90,1990-08-18
10/11-1998,1998-11-10
18 Nov 2034,2034-11-18
1 Fe 1996,1996-02-01
16012027,2027-01-16
14/18-2007,2007-09-14
ngày 20 tháng 2 năm 2029,2029-02-20
"Mar 18th, 2019",2019-03-18
12-12,2003-12-12
07092033,2033-09-07
2005/4,2005-04-19
7/10/2035,2035-07-10
19/5-2017,2017-05-19
2022-2-10,2022-02-10
9/4-2003,2003-02-09
9 tháng 8 năm 2028,2028-08-09
1990-7-25,1990-07-25
7.10.2012,2012-10-07
1997/7,1997-07-16
9/5-2016,2016-05-09
1.2.1991,1991-02-01
14/8/31,2031-08-14
6Jun2003,2003-06-06
"May 8, 2001",2001-05-08
18th of June 2013,2013-06-18
22/3/2006,2006-03-22
7-11-2024,2024-11-07
24th of July 2027,2027-07-24
2007/5,2007-05-05
7/1/2003,2003-01-07
2 Aug 2025,2025-08-02
3.9.2033,2033-09-03
2/1/99,1999-02-01
2027-3-7,2027-03-07
27.8.1997,1997-08-27
6.12.2023,2023-12-06
9-5-32,2032-09-05
"December 12, 2000",2000-12-12
13 No 2021,2021-11-13
ngày 20 tháng 4 năm 2028,2028-04-20
22.3.2023,2023-03-22
22-5-2013,2013-05-11
1/36/2027,2027-12-01
"November 28, 2004",2004-11-28
"May 8, 1992",1992-05-08
44-4-2019,2019-04-22
14 Ap 2021,2021-04-14
2034/2/21,2034-02-21
"November 5, 2018",2018-11-05
2026-8-11,2026-08-11
1 July 1992,1992-07-01
23-9,2005-09-23
17/6-2022,2022-03-17
2027-5-1,2027-05-01
ngày 14 tháng 2 năm 2007,2007-02-14
10Jun2029,2029-06-10
23:7:2034,2034-07-23
"June 24, 2022",2022-06-24
10 June 2003,2003-06-10
"November 21, 1997",1997-11-21
27Nov2011,2011-11-27
Aug 26 05,2005-08-26
10/20/23,2023-10-20
05012022,2022-01-05
22/2/99,1999-02-22
"January 22, 2014",2014-01-22
50-12-2001,2001-12-25
1/1/2017,2017-01-01
12/5/92,1992-12-05
6/12/00,2000-12-06
ngày 24 tháng 2 năm 2031,2031-02-24
Feb 7 25,2025-02-07
28/11-1993,1993-11-28
"Dec 5th, 2013",2013-12-05
3/13/2007,2007-03-13
20 Sep 2034,2034-09-20
6/22/09,2009-06-22
21.8.1997,1997-08-21
5th of December 2015,2015-12-05
28/16-2002,2002-08-28
18/6/2012,2012-06-18
22 October 2028,2028-10-22
7/4-2021,2021-04-07
20/10-2031,2031-10-20
26092013,2013-09-26
18/2/11,2011-02-18
11/6-1990,1990-06-11
"September 16, 2026",2026-09-16
1/18/16,2016-01-18
11/11-1997,1997-11-11
2028-5-19,2028-05-19
Jun 26 00,2000-06-26
ngày 20 tháng 2 năm 2023,2023-02-20
1 January 2006,2006-01-01
3/3/30,2030-03-03
2031/10,2031-10-06
14 December 2035,2035-12-14
4th of April 2006,2006-04-04
1999/8/16,1999-08-16
ngày 13 tháng 9 năm 2023,2023-09-13
11 tháng 7 năm 2028,2028-07-11
20 tháng 11 năm 2023,2023-11-20
5-5-2019,2019-05-05
04112016,2016-11-04
ngày 3 tháng 7 năm 2003,2003-07-03
6/9/1991,1991-03-06
16082015,2015-08-16
3-19-26,2026-03-19
4/4/07,2007-04-04
13/10-2009,2009-05-13
Sep 12 20,2020-09-12
19:11:2016,2016-11-19
14-11-1997,1997-11-14
"Jun 15th, 2026",2026-06-15
Oct 14 04,2004-10-14
21011991,1991-01-21
3rd of May 2029,2029-05-03
1990/2,1990-02-09
2/3/2014,2014-02-03
12 June 1990,1990-06-12
"January 8, 2014",2014-01-08
10/1/94,1994-01-10
23/4-2002,2002-04-23
1995/3/27,1995-03-27
Aug 14 23,2023-08-14
7/28/2022,2022-07-28
19 Aug 2027,2027-08-19
20/20-1997,1997-10-20
14/7/16,2016-07-14
13 Ja 1998,1998-01-13
16/36/2005,2005-12-16
23/8-2002,2002-08-23
5/4-2011,2011-04-05
8 December 2008,2008-12-08
4 October 2023,2023-10-04
26/6-2001,2001-03-26
2014/11,2014-11-02
8/3/2012,2012-03-08
ngày 16 tháng 2 năm 2000,2000-02-16
9/7/13,2013-07-09
"Feb 1st, 2021",2021-02-01
48-3-2034,2034-03-24
9-1,2025-01-09
Mar 27 16,2016-03-27
25:11:2012,2012-11-25
15 Se 1998,1998-09-15
2001-1-5,2001-01-05
28 Oc 2015,2015-10-28
6/6/91,1991-06-06
"Apr 25th, 2026",2026-04-25
ngày 7 tháng 9 năm 2005,2005-09-07
54-12-2010,2010-12-27
21/10-1999,1999-05-21
26 May 2006,2006-05-26
22-3,2016-03-22
24:11:2028,2028-11-24
17/12-2022,2022-12-17
"Apr 14th, 2023",2023-04-14
15/2-2018,2018-01-15
4Jun1993,1993-06-04
5/17/97,1997-05-17
4:3:2002,2002-03-04
03102023,2023-10-03
8/10-2019,2019-05-08
10/8-1991,1991-08-10
16/10/30,2030-10-16
20 February 2016,2016-02-20
11/8/13,2013-08-11
11/3-2034,2034-03-11
5/17/2030,2030-05-17
16 tháng 7 năm 2006,2006-07-16
50-9-2008,2008-09-25
8 Mar 1992,1992-03-08
2001/3,2001-03-08
8.11.2035,2035-11-08
25/11/2026,2026-11-25
"Jan 14th, 1999",1999-01-14
5/19/2032,2032-05-19
1/14-2000,2000-07-01
26Sep2004,2004-09-26
18/4-2001,2001-04-18
2/21/2001,2001-02-21
10/5/2033,2033-10-05
ngày 9 tháng 8 năm 2029,2029-08-09
28/12/1996,1996-04-28
16 Au 2023,2023-08-16
26/2/2005,2005-02-26
21Apr2007,2007-04-21
6Oct2021,2021-10-06
"Oct 20th, 2002",2002-10-20
17 April 2011,2011-04-17
Mar 28 13,2013-03-28
11-13-01,2001-11-13
27/12/03,2003-12-27
8:3:2031,2031-03-08
ngày 7 tháng 2 năm 2019,2019-02-07
13 October 1991,1991-10-13
18-1-1997,1997-01-18
26/12/21,2021-12-26
22 Aug 1991,1991-08-22
"Jan 6th, 2001",2001-01-06
ngày 21 tháng 12 năm 1999,1999-12-21
28-12,2017-12-28
"October 24, 2019",2019-10-24
14/6-2001,2001-06-14
11.4.2032,2032-04-11
ngày 14 tháng 6 năm 2017,2017-06-14
"February 23, 2018",2018-02-23
26.4.2014,2014-04-26
22/7/26,2026-07-22
28-11-1997,1997-11-28
15 tháng 9 năm 2002,2002-09-15
4 Ju 2010,2010-07-04
9-10-2008,2008-10-09
7/6-2011,2011-06-07
11/11/19,2019-11-11
10/36/2034,2034-12-10
4/2-2015,2015-01-04
6/7/2023,2023-06-07
2014/1/12,2014-01-12
24-2-2025,2025-02-12
3/12-2029,2029-06-03
8/12/2021,2021-08-12
19 tháng 8 năm 1995,1995-08-19
5/12/2000,2000-12-05
"Aug 26th, 2023",2023-08-26
22 tháng 12 năm 2035,2035-12-22
5:3:2033,2033-03-05
2033/8/12,2033-08-12
04092007,2007-09-04
2 February 2020,2020-02-02
28.4.2007,2007-04-28
12:6:2005,2005-06-12
27/22-2011,2011-11-27
06102018,2018-10-06
ngày 20 tháng 5 năm 2035,2035-05-20
2021/2,2021-02-01
20/27/1999,1999-09-20
2029/8,2029-08-16
"December 27, 1997",1997-12-27
12 September 2029,2029-09-12
2017-3-20,2017-03-20
9-1-1998,1998-01-09
23:6:1998,1998-06-23
8/17/21,2021-08-17
20-4,2014-04-20
